"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"mfo.1",879.122717882301,9,8,0.0286109542732982,4.89404764937659,1250.61800646782
"mfo.1",946.121107403974,15,5,0.00338382632529192,4.6415748303467,3931.14093708992
"mfo.1",804.991494969484,15,7,0.00856140919286632,4.61857732067548,3863.28835010529
"mfo.1",2840.54901701669,10,10,0.00388225017050226,4.6585029182854,3940.29452896118
"mfo.1",5000,15,10,0.001,4.59573654146914,5627.15799951553
"mfo.1",1413.56050310424,6,6,0.0196599852931686,4.66055482683123,2147.62664198875
"mfo.1",896.076353695743,10,10,0.0108331705988863,4.59063460225441,3029.21680021286
"mfo.1",5000,15,10,0.001,4.53218482545601,4180.07613658905
"mfo.1",1583.26488780069,12,7,0.00406152653367265,4.56405609929035,4261.48930764198
"mfo.1",806.443874808985,10,7,0.0136180372360355,4.53133925729857,4789.29719209671
