"Nu","Iter","Maxdepth","Accuracy","AccLCL","Time"
1,1300,4,0.836904761904762,0.821604072014724,229.888043880463
1,1400,4,0.846428571428571,0.839428571428571,238.315819740295
0.01,100,5,0.828571428571429,0.816447072918446,16.6060273647308
0.01,200,5,0.857142857142857,0.839526576793892,32.97807097435
0.01,300,5,0.851190476190476,0.834857142857143,49.0105562210083
0.01,400,5,0.842857142857143,0.830732787204161,65.5042867660522
0.01,500,5,0.853571428571429,0.849529976687101,82.0582721233368
0.01,600,5,0.857142857142857,0.845018501489875,98.8808839321136
0.01,700,5,0.848809523809524,0.821900211088625,115.915303707123
0.01,800,5,0.835714285714286,0.804149537444525,132.453279733658
0.01,900,5,0.847619047619048,0.812309307068064,149.977773189545
0.01,1000,5,0.84047619047619,0.835809523809524,166.71035861969
0.01,1100,5,0.847619047619048,0.819232822477656,183.899138212204
0.01,1200,5,0.860714285714286,0.844548478176976,201.027575731277
0.01,1300,5,0.858333333333333,0.845341883153397,218.593243598938
0.01,1400,5,0.846428571428571,0.835735894807008,234.9842877388
0.1,100,5,0.85952380952381,0.845330696953114,16.6698722839355
0.1,200,5,0.839285714285714,0.788807996429219,33.9063129425049
0.1,300,5,0.835714285714286,0.818098005365321,51.436146736145
0.1,400,5,0.839285714285714,0.814702522195725,69.5837688446045
0.1,500,5,0.825,0.80883419246269,87.1798436641693
0.1,600,5,0.867857142857143,0.857164466235579,105.054567098618
0.1,700,5,0.84047619047619,0.815782511572921,123.04085111618
0.1,800,5,0.847619047619048,0.804405109538326,140.983954191208
0.1,900,5,0.842857142857143,0.810525527782524,158.453219652176
0.1,1000,5,0.836904761904762,0.814646180538367,176.400143384933
0.1,1100,5,0.857142857142857,0.846450180521293,194.653259992599
0.1,1200,5,0.83452380952381,0.821532359343873,212.512449502945
0.1,1300,5,0.847619047619048,0.821952380952381,230.508216381073
0.1,1400,5,0.827380952380952,0.812080262490914,247.69390130043
0.3,100,5,0.83452380952381,0.814587800784735,17.4581248760223
0.3,200,5,0.838095238095238,0.835761904761905,34.9746196269989
0.3,300,5,0.839285714285714,0.797091717872322,52.72034907341
0.3,400,5,0.848809523809524,0.844142857142857,70.8398978710175
0.3,500,5,0.845238095238095,0.832891255786461,88.9071626663208
0.3,600,5,0.84047619047619,0.827484740296254,107.103872537613
0.3,700,5,0.838095238095238,0.801424026255734,124.651509046555
0.3,800,5,0.836904761904762,0.816563233501572,142.484382390976
0.3,900,5,0.828571428571429,0.813999766575166,160.230376005173
0.3,1000,5,0.851190476190476,0.838843636738841,178.253087043762
0.3,1100,5,0.847619047619048,0.833425935048352,196.846765041351
0.3,1200,5,0.855952380952381,0.833693799585986,214.078563213348
0.3,1300,5,0.838095238095238,0.817356117788168,231.919017076492
0.3,1400,5,0.829761904761905,0.809420376358715,249.914027929306
0.5,100,5,0.820238095238095,0.791851870096703,17.8347918987274
0.5,200,5,0.846428571428571,0.834304215775589,35.2995660305023
0.5,300,5,0.833333333333333,0.815109417422885,53.161082983017
0.5,400,5,0.853571428571429,0.839571428571429,70.9777095317841
0.5,500,5,0.85,0.831479740822548,88.8888921737671
0.5,600,5,0.84047619047619,0.816795443490975,107.287800550461
0.5,700,5,0.851190476190476,0.820857142857143,124.894500017166
0.5,800,5,0.832142857142857,0.813622597965405,142.613259315491
0.5,900,5,0.836904761904762,0.814646180538367,160.730774402618
0.5,1000,5,0.836904761904762,0.811238095238095,179.044926166534
0.5,1100,5,0.839285714285714,0.821669433936749,196.887547254562
0.5,1200,5,0.842857142857143,0.822649883435506,214.963155508041
0.5,1300,5,0.84047619047619,0.80206467599883,232.730339765549
0.5,1400,5,0.846428571428571,0.811428571428571,250.803389072418
