"Nu","Iter","Maxdepth","Accuracy","AccLCL","Time"
1,700,16,0.832142857142857,0.815977049605548,142.218243837357
1,800,16,0.820238095238095,0.811825142262013,161.531762361526
1,900,16,0.832142857142857,0.806903998214609,176.284586906433
1,1000,16,0.847619047619048,0.818382464751384,196.390231132507
1,1100,16,0.845238095238095,0.827014179327646,214.5652115345
1,1200,16,0.828571428571429,0.799428104578903,234.581260204315
1,1300,16,0.827380952380952,0.825047619047619,253.509472846985
1,1400,16,0.838095238095238,0.825103787915301,272.203436613083
0.01,100,18,0.839285714285714,0.819078454864077,17.9199025630951
0.01,200,18,0.841666666666667,0.823,35.9513499736786
0.01,300,18,0.848809523809524,0.844142857142857,53.9300453662872
0.01,400,18,0.851190476190476,0.835889786300438,72.5271973609924
0.01,500,18,0.852380952380952,0.843047619047619,91.4699187278748
0.01,600,18,0.838095238095238,0.831921818369421,110.306925296783
0.01,700,18,0.85,0.843,128.327357292175
0.01,800,18,0.839285714285714,0.816783862510064,147.915857553482
0.01,900,18,0.839285714285714,0.807720966015954,167.020804166794
0.01,1000,18,0.844047619047619,0.815375139016915,185.268941402435
0.01,1100,18,0.841666666666667,0.815371335437636,204.933304309845
0.01,1200,18,0.842857142857143,0.832164466235579,224.16592168808
0.01,1300,18,0.854761904761905,0.824428571428571,243.97110080719
0.01,1400,18,0.851190476190476,0.821400470409267,261.642411470413
0.1,100,18,0.847619047619048,0.827277519215858,18.6557455062866
0.1,200,18,0.848809523809524,0.826550942443128,37.8202676773071
0.1,300,18,0.839285714285714,0.800732720454712,57.5314130783081
0.1,400,18,0.841666666666667,0.813280441525275,77.3738582134247
0.1,500,18,0.846428571428571,0.835735894807008,97.5259444713593
0.1,600,18,0.836904761904762,0.802532615558564,117.219975948334
0.1,700,18,0.841666666666667,0.818333333333333,137.587736606598
0.1,800,18,0.828571428571429,0.816447072918446,157.921499013901
0.1,900,18,0.832142857142857,0.799811242068238,177.221397161484
0.1,1000,18,0.828571428571429,0.804322717265464,196.844761610031
0.1,1100,18,0.847619047619048,0.827683038879973,217.594208240509
0.1,1200,18,0.842857142857143,0.82828548086088,238.420833587646
0.1,1300,18,0.844047619047619,0.841714285714286,257.962997674942
0.1,1400,18,0.855952380952381,0.809991044543999,277.885751485825
0.3,100,18,0.839285714285714,0.828593037664151,19.5274245738983
0.3,200,18,0.833333333333333,0.811074751966938,39.0857074260712
0.3,300,18,0.853571428571429,0.842878751949865,58.9508316516876
0.3,400,18,0.838095238095238,0.805679535453189,78.7451150417328
0.3,500,18,0.845238095238095,0.8229795138717,99.2797000408173
0.3,600,18,0.832142857142857,0.821450180521293,119.447515249252
0.3,700,18,0.846428571428571,0.811898391392358,138.73942065239
0.3,800,18,0.833333333333333,0.793666666666667,159.082579374313
0.3,900,18,0.833333333333333,0.820341883153397,178.727751255035
0.3,1000,18,0.835714285714286,0.825021609092722,198.742223978043
0.3,1100,18,0.820238095238095,0.803904761904762,219.277290582657
0.3,1200,18,0.85,0.841917096231345,237.920396566391
0.3,1300,18,0.842857142857143,0.818273950767153,259.087238788605
0.3,1400,18,0.835714285714286,0.810475426786038,278.823860406876
0.5,100,18,0.845238095238095,0.814904761904762,19.7083194255829
0.5,200,18,0.830952380952381,0.810610852549191,39.5070025920868
0.5,300,18,0.825,0.812875644347018,58.8524010181427
0.5,400,18,0.841666666666667,0.809,78.5361235141754
0.5,500,18,0.841666666666667,0.821325138263477,98.8709514141083
0.5,600,18,0.847619047619048,0.828519891151345,119.024042129517
0.5,700,18,0.84047619047619,0.821377034008488,138.636175870895
0.5,800,18,0.829761904761905,0.803779004402031,157.614189863205
0.5,900,18,0.832142857142857,0.821450180521293,178.625843286514
0.5,1000,18,0.841666666666667,0.814757353945768,199.850675821304
0.5,1100,18,0.84047619047619,0.822252274565742,220.117196559906
0.5,1200,18,0.853571428571429,0.825281265381137,239.602425098419
0.5,1300,18,0.839285714285714,0.824714052289451,257.974772930145
0.5,1400,18,0.841666666666667,0.825333333333333,278.364069461823
0.7,100,18,0.835714285714286,0.793134948002198,19.4071798324585
0.7,200,18,0.832142857142857,0.825142857142857,39.197459936142
0.7,300,18,0.85,0.839307323378436,58.5746686458588
0.7,400,18,0.839285714285714,0.816783862510064,78.054390668869
0.7,500,18,0.844047619047619,0.820714285714286,98.2755749225616
0.7,600,18,0.830952380952381,0.810610852549191,117.94952249527
0.7,700,18,0.83452380952381,0.804190476190476,137.197806119919
0.7,800,18,0.846428571428571,0.839428571428571,157.338632822037
0.7,900,18,0.847619047619048,0.825360466252652,177.537541627884
0.7,1000,18,0.847619047619048,0.821952380952381,197.012602090836
0.7,1100,18,0.838095238095238,0.807228139466151,217.223209619522
0.7,1200,18,0.836904761904762,0.823913311724825,236.396786689758
0.7,1300,18,0.83452380952381,0.816299893613361,256.62641620636
0.7,1400,18,0.85,0.831479740822548,277.184839963913
1,100,18,0.836904761904762,0.830731342178945,19.5846297740936
1,200,18,0.84047619047619,0.799195309779298,38.3430376052856
1,300,18,0.85952380952381,0.849353045322215,57.980250120163
1,400,18,0.823809523809524,0.789437377463326,78.1023273468018
1,500,18,0.85,0.832383719651035,97.4857561588287
1,600,18,0.825,0.816917096231345,117.567046642303
1,700,18,0.845238095238095,0.824498974931025,136.646938323975
1,800,18,0.829761904761905,0.802252310475951,156.316809654236
1,900,18,0.826190476190476,0.783356170105543,174.824766159058
1,1000,18,0.826190476190476,0.823857142857143,195.376014709473
1,1100,18,0.839285714285714,0.812784142005313,215.792697668076
1,1200,18,0.839285714285714,0.832285714285714,234.527224779129
1,1300,18,0.826190476190476,0.786937733894201,253.986099243164
1,1400,18,0.83452380952381,0.829857142857143,273.539983034134
0.01,100,20,0.851190476190476,0.841019711988881,18.1491897106171
0.01,200,20,0.853571428571429,0.842878751949865,35.8957223892212
0.01,300,20,0.842857142857143,0.813713818864617,54.1208870410919
0.01,400,20,0.853571428571429,0.829322717265464,72.7816648483276
0.01,500,20,0.857142857142857,0.839526576793892,91.3115859031677
0.01,600,20,0.851190476190476,0.848857142857143,109.998385429382
0.01,700,20,0.853571428571429,0.842878751949865,128.400300979614
0.01,800,20,0.85,0.835428338003737,146.925053596497
0.01,900,20,0.844047619047619,0.811380952380952,165.880552530289
0.01,1000,20,0.851190476190476,0.830848947787286,185.680991888046
0.01,1100,20,0.853571428571429,0.833364169149792,204.575804710388
0.01,1200,20,0.857142857142857,0.842571195146594,223.130872249603
0.01,1300,20,0.855952380952381,0.828442786666427,243.378425836563
0.01,1400,20,0.853571428571429,0.832571428571429,263.278925180435
0.1,100,20,0.842857142857143,0.824336883679691,18.38849401474
0.1,200,20,0.835714285714286,0.803636255849595,37.9176797866821
0.1,300,20,0.848809523809524,0.815157711905193,57.8016128540039
0.1,400,20,0.848809523809524,0.83947619047619,77.3093483448029
0.1,500,20,0.845238095238095,0.8229795138717,97.6705877780914
0.1,600,20,0.847619047619048,0.845285714285714,117.992046117783
0.1,700,20,0.846428571428571,0.81992699914817,137.430492639542
0.1,800,20,0.842857142857143,0.818608431551179,157.479800462723
0.1,900,20,0.830952380952381,0.800619047619048,178.05695605278
0.1,1000,20,0.852380952380952,0.823994727239561,197.536313056946
0.1,1100,20,0.836904761904762,0.820571428571429,216.03851723671
0.1,1200,20,0.845238095238095,0.832246645058159,236.256957054138
0.1,1300,20,0.838095238095238,0.782927816146733,255.312463760376
0.1,1400,20,0.838095238095238,0.825103787915301,277.718814134598
0.3,100,20,0.846428571428571,0.813347862044803,19.1048583984375
0.3,200,20,0.848809523809524,0.815893806523637,39.0600702762604
0.3,300,20,0.842857142857143,0.825240862508178,58.1813910007477
0.3,400,20,0.838095238095238,0.791603900789838,78.3659851551056
0.3,500,20,0.838095238095238,0.829682285119156,98.2572779655457
0.3,600,20,0.823809523809524,0.80747619047619,118.294493198395
0.3,700,20,0.848809523809524,0.844142857142857,139.266867637634
