"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"da.1",1287.5,6,6,0.0370190578733474,586.052295772751,19.2751100063324
"da.1",792.5,11,6,0.0740253273608247,740.706904233355,17.5205512046814
"da.1",1942.37596002583,11,6,0.0905749994631354,799.499037769458,19.1644175052643
"da.1",420.547005566634,9,5,0.0768423452880496,719.192534409178,10.6603670120239
"da.1",1890.80921262569,6,5,0.0824155298921315,595.611724093066,15.8833193778992
"da.1",2769.34483488264,11,6,0.1,1046.48153930942,16.6744592189789
"da.1",1771.32674404431,12,6,0.027086296006314,819.951513717387,12.8071806430817
"da.1",4816.66732174469,10,6,0.0854913102029727,806.828686262585,29.2614188194275
"da.1",1471.72880184448,5,7,0.0546522337641695,886.944766140916,11.1344656944275
"da.1",1857.1621761408,9,6,0.0596397157577377,1059.05252556883,14.9975037574768
