"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"alo.2",1322.74004221553,6,5,0.0491925300338593,567.334158138239,87.6398830413818
"alo.2",1141.95743013406,11,6,0.0897757765557617,590.206343668149,84.2669038772583
"alo.2",1065.63235910651,12,5,0.0969953817652101,590.79532081664,101.879384994507
"alo.2",1230.2830585114,13,5,0.0589529836955057,515.225928005729,93.7292368412018
"alo.2",4205.99443061069,3,7,0.0736256466141046,740.745612510755,174.701809644699
"alo.2",1564.69994426921,8,6,0.0523052750008069,700.897459832342,87.4770038127899
"alo.2",2820.98854495941,12,6,0.0644558387464258,579.091252406274,169.673772335052
"alo.2",3304.86412183382,7,6,0.0263970749201253,479.658740310034,164.318370342255
"alo.2",1873.62282770125,12,6,0.0584457742532441,598.265961887351,102.182231426239
"alo.2",4318.3264715466,4,6,0.0348597017110628,566.342430254117,210.026029825211
