"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"woa.1",1619.67118030308,9,5,0.0530004601194943,676.096262488224,20.1109583377838
"woa.1",1003.09614766129,7,6,0.017100042599003,590.390772208076,11.9161059856415
"woa.1",882.222856012286,13,7,0.0321431179225406,696.413300829056,8.16440510749817
"woa.1",519.479395702612,5,6,0.0262301244564718,692.33481474526,7.90366458892822
"woa.1",2313.37664367773,11,6,0.0113736797367151,697.87252113084,24.3092887401581
"woa.1",1547.44169927567,2,5,0.00902136733205217,1046.91949769032,15.1809396743774
"woa.1",974.317690551847,11,5,0.0358207531236174,667.804621894192,12.9115989208221
"woa.1",849.627311668592,2,6,0.0681789702943086,1090.35352624471,9.1991114616394
"woa.1",502.591629636124,6,6,0.0278791507356187,672.01083333498,6.95168733596802
"woa.1",2659.63648678614,8,6,0.0342133616244387,782.464275389953,19.5615537166595
