"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"hjkb.1",2002.47155761719,8,5,0.02220703125,462.473919534136,150.094531536102
"hjkb.1",2000.93561172485,11,6,0.0122048950195313,486.207684305618,109.818313837051
"hjkb.1",2001.10251998901,10,5,0.06224609375,474.521243756825,129.577946662903
"hjkb.1",2000.6949005127,4,5,0.0573670959472656,482.624537428888,129.866928815842
"hjkb.1",1999.08795928955,9,5,0.0151841735839844,458.847226835043,106.431726455688
"hjkb.1",1998.52705383301,8,6,0.00858474731445313,451.682892633038,112.947596311569
"hjkb.1",1998.11107635498,11,6,0.0299394226074219,458.531803117447,112.795705080032
"hjkb.1",2001.1259803772,8,6,0.0118234252929688,542.190778706712,104.840079545975
"hjkb.1",1998.9840927124,7,6,0.0246522521972656,505.110132347037,108.158130407333
"hjkb.1",2000.91042709351,9,6,0.0084893798828125,522.84915864698,102.809130191803
