"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"pso.1",2699.35514575709,8,5,0.1,709.611799846219,122.912080049515
"pso.1",4965.98593569733,6,5,0.1,1049.42158509865,132.276479005814
"pso.1",645.932763392106,7,6,0.1,772.178949065765,95.7037351131439
"pso.1",3841.11307863855,6,5,0.1,545.754919207331,85.0737969875336
"pso.1",1848.85133721584,4,6,0.1,840.868893398363,86.7794923782349
"pso.1",449.196112475358,9,5,0.1,807.632672499108,41.6550822257996
"pso.1",3724.09916841844,6,5,0.1,678.086202709364,94.5964159965515
"pso.1",2849.49543283787,5,5,0.1,659.635936341931,108.978473186493
"pso.1",944.681046597194,5,5,0.0800846412971284,911.628827260701,87.7782888412476
"pso.1",862.214669950306,6,5,0.1,740.343417648177,76.892689704895
