"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"ffa.2",2167.31437773863,12,8,0.001,894.349895382539,104.662949085236
"ffa.2",3603.07412357177,13,5,0.1,488.166933298487,249.832885503769
"ffa.2",2599.60551701579,7,7,0.001,792.812910818555,120.207423210144
"ffa.2",1356.11226814915,1,5,0.0170763656497002,541.07478114914,59.0904426574707
"ffa.2",1983.85355498376,4,6,0.0948455411940813,524.056853050264,114.188526391983
"ffa.2",1282.57627564473,3,6,0.1,619.265485866272,79.8928370475769
"ffa.2",1299.75587110836,7,7,0.001,1003.61023827217,70.5851066112518
"ffa.2",1631.28869766984,1,7,0.1,790.846005346471,54.8189458847046
"ffa.2",3844.91777866683,2,6,0.016690173279494,521.876151047817,149.833896636963
"ffa.2",4570.32182252822,5,8,0.0624880418181419,683.10542461301,192.399526119232
