"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"sca.2",3067.83747121359,12,7,0.034027724317468,486.954639247143,68.3570766448975
"sca.2",1035.26038052234,1,5,0.0974357138605561,596.993352177427,72.3991885185242
"sca.2",2890.40515463718,10,5,0.0871716547213399,559.837457539164,91.2617723941803
"sca.2",4990.2591864989,12,6,0.0676871528154704,565.289925606689,145.216639995575
"sca.2",4321.42227596332,5,6,0.020552312271939,580.851401448602,104.298946380615
"sca.2",752.702897414565,8,5,0.0430670668517705,551.037529281965,73.6106524467468
"sca.2",3492.81431292747,15,5,0.0489265537571444,518.259177289778,86.0297985076904
"sca.2",2781.27956979912,2,5,0.0228582370941382,565.645990689102,103.126089811325
"sca.2",1305.51810555641,2,5,0.024525978939,541.313366423863,69.8488380908966
"sca.2",5000,3,5,0.0954195108548522,509.142276697247,116.719505548477
