"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"hjn.1",2000,7,5,0.01,504.107931204815,17.1856060028076
"hjn.1",2000,8,5,0.01,447.386617315771,16.6031756401062
"hjn.1",2000,13,7,0.011,535.624551870381,18.536527633667
"hjn.1",2002,9,6,0.1,486.59958303486,15.8279645442963
"hjn.1",2005,10,5,0.01,471.241935917416,19.9857630729675
"hjn.1",2000,7,6,0.01,462.539948988136,21.9820873737335
"hjn.1",1999,8,6,0.01,488.014964915762,14.8722012042999
"hjn.1",2009.1,10,5,0.1,432.511401805684,29.0331542491913
"hjn.1",1999,8,5,0.01,497.402944035489,16.1640644073486
"hjn.1",2001,7,5,0.01,473.615311321536,17.3703927993774
