"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"gwo.1",2832.9077493284,9,5,0.0535650111142815,531.413368371661,29.4914140701294
"gwo.1",2108.3087601632,7,5,0.0428874030707271,415.309784284729,23.3662180900574
"gwo.1",4762.75025650581,9,5,0.0164056768164586,1082.82057153801,38.7301762104034
"gwo.1",1717.8518121822,13,5,0.00937226718201212,507.84976033557,21.35826587677
"gwo.1",1352.63098312902,6,7,0.0131639478261524,660.087238096958,14.7551531791687
"gwo.1",380.326610750203,6,5,0.0395709369365153,963.7495158333,9.35651850700378
"gwo.1",3406.11728293554,10,5,0.0277415015630035,723.744510607203,34.8939588069916
"gwo.1",1293.11992303369,13,6,0.1,796.068681655367,15.6344497203827
"gwo.1",1255.31968263484,3,5,0.0673271809243176,669.131645471901,14.4864914417267
"gwo.1",2073.02738572344,7,5,0.0551094711662427,561.769232723548,20.3139781951904
