data,method,optimizer,fast,cross,loss_type,time,loss,loss_mse_acc_10,loss_mae_auc_10
BostonHousing,en,hjn,0.75,10,mae,6.20936679840088,2.74261032133802,27.0093380740937,3.45816186731977
BostonHousing,en,hjn,0.75,10,mae,0.771193981170654,2.99972476565353,24.0277944134768,3.37543223455277
BostonHousing,en,hjn,0.75,10,mae,0.525742769241333,2.85066696181802,24.6228684857628,3.34854618006151
BostonHousing,en,hjn,0.75,10,mae,0.596323251724243,2.85937296645998,25.2132530083033,3.40380252871537
BostonHousing,en,hjn,0.75,10,mae,0.674136638641357,2.87338642069173,26.30951673413,3.49408368591078
BostonHousing,en,hjn,0.75,10,mae,0.759335517883301,2.88051464518776,24.3417068204602,3.35377508985971
BostonHousing,en,hjn,0.75,10,mae,0.668138265609741,2.90780708641595,24.7176044159045,3.35685404712487
BostonHousing,en,hjn,0.75,10,mae,0.612822771072388,2.73536862231655,23.7031193626307,3.33054554477782
BostonHousing,en,hjn,0.75,10,mae,0.579943180084229,2.98045551393619,26.9976860382795,3.54734734986407
BostonHousing,en,hjn,0.75,10,mae,0.506926536560059,2.82909781116536,23.9412299732278,3.35911410161452
