"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"gwo.1",789.970293665141,12,9,0.0401673326245877,0.173076923076923,390.097771644592
"gwo.1",1432.08821296399,5,11,0.0724491874031994,0.158653846153846,531.851791381836
"gwo.1",2149.74641393637,6,10,0.0601510915993713,0.158653846153846,838.888501405716
"gwo.1",907.335350103524,5,12,0.0788631928245224,0.158653846153846,501.474500417709
"gwo.1",1564.85281906156,6,8,0.039443878565165,0.197115384615385,811.021159410477
"gwo.1",813.208230915869,15,12,0.0418318750382615,0.158653846153846,387.889122962952
"gwo.1",1522.25531110505,5,8,0.0406108153672098,0.163461538461538,515.315855026245
"gwo.1",2127.90180459934,1,5,0.0575254391786748,0.1875,250.496804475784
"gwo.1",2042.44999291389,5,12,0.00744481729997075,0.153846153846154,708.897675514221
"gwo.1",1584.36487490544,13,9,0.0216286201928742,0.163461538461538,813.576012372971
