"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"woa.2",503.703699761329,15,10,0.0721550481882717,0.149038461538462,1320.92655515671
"woa.2",3000,15,12,0.0286796079899963,0.153846153846154,5428.87751603127
"woa.2",1050.13281267926,4,5,0.0200902133124921,0.144230769230769,2740.38290405273
"woa.2",1082.41195335378,5,6,0.041856414295327,0.134615384615385,2965.28714418411
"woa.2",260.572472469372,13,8,0.0323050061126188,0.120192307692308,945.347305059433
"woa.2",2164.5745637626,15,12,0.0466620392622965,0.125,4056.7670135498
"woa.2",2749.94609833315,15,12,0.0187254792820262,0.129807692307692,4929.56192541122
"woa.2",858.141925430391,11,11,0.0381859816983342,0.149038461538462,2218.05690979958
"woa.2",1131.35839823786,6,6,0.0618654191180293,0.149038461538462,2457.5567047596
"woa.2",2522.80204485155,4,6,0.0514724626122316,0.110576923076923,3538.48130106926
