"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"ffa.1",1267.76148691219,5,11,0.001,0.197115384615385,466.275142192841
"ffa.1",963.993369149324,8,9,0.001,0.201923076923077,438.367938041687
"ffa.1",980.48525388157,10,9,0.08695506490767,0.144230769230769,446.37664437294
"ffa.1",603.545648076432,7,11,0.00163578935898841,0.230769230769231,251.431475877762
"ffa.1",986.696105045778,4,9,0.0482313119806349,0.158653846153846,328.914238929749
"ffa.1",843.598839190696,3,8,0.001,0.230769230769231,259.362985610962
"ffa.1",1087.47540427423,2,11,0.001,0.274038461538462,275.561931848526
"ffa.1",1456.69234789438,4,10,0.001,0.221153846153846,446.893616914749
"ffa.1",1718.93894335115,2,8,0.001,0.221153846153846,222.279018163681
"ffa.1",1178.16641281354,14,8,0.001,0.221153846153846,607.994405269623
