"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"pso.2",1466.9998330446,7,9,0.1,0.163461538461538,15859.5950388908
"pso.2",386.210788772907,9,8,0.0472623131612781,0.139423076923077,11298.7409226894
"pso.2",2549.84254472842,15,9,0.0228931278013624,0.134615384615385,13239.2044508457
"pso.2",1077.95814976981,2,6,0.1,0.129807692307692,5844.39457654953
"pso.2",210.176002056338,7,7,0.0647662169920418,0.144230769230769,8724.55625772476
"pso.2",2798.4067984526,5,10,0.0230882561895996,0.125,10648.3005623817
"pso.2",1713.11461068923,5,5,0.0696410915437261,0.110576923076923,12260.7877259254
"pso.2",1031.00612355256,5,11,0.1,0.129807692307692,11516.6706194878
"pso.2",2602.99687024858,4,8,0.0576030178267974,0.134615384615385,10436.2965533733
"pso.2",1364.84424236743,4,5,0.1,0.139423076923077,9234.24334311485
