"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"mfo.1",532.296597404195,8,9,0.066193666491092,0.163461538461538,268.145575523376
"mfo.1",947.645148973639,14,6,0.036512623615462,0.168269230769231,428.985949039459
"mfo.1",2112.03948411935,15,12,0.00960848309951824,0.163461538461538,487.893490076065
"mfo.1",771.195802810917,11,11,0.0978790728988434,0.158653846153846,673.344467639923
"mfo.1",1959.29539954888,6,12,0.0495792754775976,0.173076923076923,568.739012479782
"mfo.1",1048.61318813538,15,10,0.0350210950962375,0.177884615384615,591.045931577682
"mfo.1",1119.69647972465,7,12,0.0355955805245949,0.168269230769231,572.343293190002
"mfo.1",681.380800677077,11,11,0.0478808288812479,0.153846153846154,660.79993391037
"mfo.1",1465.25333080336,3,11,0.092210449083958,0.129807692307692,535.720085382462
"mfo.1",1084.79920965848,10,11,0.0411020050305397,0.1875,478.13242483139
