"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"goa.1",1693.55921484748,4,8,0.046331165528081,0.182692307692308,526.222069740295
"goa.1",718.253673671605,5,10,0.0455655660228968,0.134615384615385,306.340800046921
"goa.1",1528.30363296331,9,9,0.0646232394292747,0.158653846153846,673.079075336456
"goa.1",2978.62625467371,5,6,0.032373440188757,0.206730769230769,1088.09774470329
"goa.1",3000,13,11,0.00726815544271978,0.153846153846154,984.377532958984
"goa.1",779.325027321985,14,9,0.0273439918779333,0.149038461538462,335.271900653839
"goa.1",1670.64663599012,13,7,0.0600143398873042,0.173076923076923,992.860743284225
"goa.1",2413.34740814054,6,11,0.0313218762939796,0.120192307692308,811.421493530273
"goa.1",2688.79224278455,12,9,0.00676750041431275,0.139423076923077,1084.03590583801
"goa.1",2831.78802871016,14,9,0.0347616883871434,0.1875,1256.36729073524
