"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"hjn.2",499,6,8,0.09,0.110576923076923,744.145814418793
"hjn.2",499.9,5,8,0.09,0.105769230769231,642.45819234848
"hjn.2",500,6,6,0.09,0.100961538461538,952.357733011246
"hjn.2",500,4,7,0.09,0.105769230769231,646.613468885422
"hjn.2",502,2,7,0.09,0.110576923076923,437.277552604675
"hjn.2",500.9,6,8,0.1,0.110576923076923,770.612059354782
"hjn.2",500,6,8,0.09,0.100961538461538,1012.31759119034
"hjn.2",497,6,8,0.09,0.105769230769231,864.198582172394
"hjn.2",499,6,8,0.1,0.0961538461538462,643.467659711838
"hjn.2",502,8,9,0.09,0.110576923076923,941.115278482437
