"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"sca.1",1797.83471022848,15,8,0.0137790641539699,0.158653846153846,750.280965089798
"sca.1",242.765373094894,12,12,0.0436213293442742,0.163461538461538,386.579429149628
"sca.1",1217.0170509938,2,9,0.0364142208363568,0.158653846153846,479.787088632584
"sca.1",731.853985914495,12,11,0.0663336489147041,0.144230769230769,549.775708198547
"sca.1",498.723190284814,9,10,0.0419136702685205,0.192307692307692,283.200083732605
"sca.1",2218.95330359191,5,12,0.0312063311291661,0.144230769230769,625.806881189346
"sca.1",1221.4896059595,11,12,0.0961224717502482,0.144230769230769,678.984639406204
"sca.1",362.065701326663,3,12,0.1,0.163461538461538,256.584992408752
"sca.1",1175.56905765086,10,9,0.0639770613629371,0.182692307692308,487.033605098724
"sca.1",1440.50592081107,13,9,0.0136628807227658,0.129807692307692,821.118430137634
