"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"alo.2",1251.39326546484,4,10,0.0502937326170423,0.144230769230769,2247.42279148102
"alo.2",603.313394024201,6,7,0.0361463208862884,0.134615384615385,1866.82582521439
"alo.2",1670.57457233313,5,10,0.0930767256368417,0.153846153846154,2684.29317641258
"alo.2",2479.35390135348,8,9,0.0301156624451258,0.129807692307692,5377.2754201889
"alo.2",388.129276636353,13,8,0.0470639299827622,0.153846153846154,1715.88385248184
"alo.2",2072.03390011465,6,8,0.0134181757802592,0.115384615384615,3743.96042323113
"alo.2",1480.30962428188,4,6,0.0878388025173338,0.149038461538462,2160.69020938873
"alo.2",1450.94034734028,12,9,0.0168062182227872,0.115384615384615,3536.72444605827
"alo.2",1329.5681264927,13,9,0.0141811374926033,0.100961538461538,3362.4092605114
"alo.2",2225.23802335659,4,6,0.0356228012617072,0.134615384615385,3310.08535885811
