"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"hs.1",1158.2619998022,2,10,0.0352734446374234,0.173076923076923,583.693877220154
"hs.1",719.257083663251,13,9,0.0325131258240435,0.192307692307692,525.06726360321
"hs.1",249.511370190885,9,5,0.0636688136530574,0.163461538461538,671.391548871994
"hs.1",2027.20921593641,13,11,0.0631979749854654,0.158653846153846,714.555463314056
"hs.1",1798.22444918229,12,11,0.035860252623912,0.173076923076923,621.898438692093
"hs.1",1802.74539856473,2,11,0.0712454636339098,0.134615384615385,480.897754907608
"hs.1",2788.73349362984,13,7,0.00756555440812372,0.158653846153846,638.139184236526
"hs.1",1940.41675013723,14,12,0.0928894015045371,0.177884615384615,629.693262338638
"hs.1",2633.59233939169,13,10,0.0056934773880057,0.139423076923077,747.912081718445
"hs.1",824.342356610578,10,9,0.0724237511663232,0.168269230769231,621.112520217896
