"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"hjn.2",501,5,8,0.09,0.0248901903367496,337.118360280991
"hjn.2",500,5,8,0.09,0.0248901903367496,289.556889533997
"hjn.2",500,8,8,0.09,0.0248901903367496,446.036353349686
"hjn.2",500,6,8,0.1,0.0263543191800878,328.07008767128
"hjn.2",498,5,8,0.09,0.0263543191800878,345.728795051575
"hjn.2",499,4,8,0.08999,0.0248901903367496,343.741553544998
"hjn.2",501,6,8,0.09,0.0248901903367496,385.877729654312
"hjn.2",499.8,5,8,0.09,0.0263543191800878,318.598173379898
"hjn.2",501.999999,11,8,0.09,0.0234260614934114,714.478940725327
"hjn.2",499.99,5,8,0.09,0.0248901903367496,342.280444145203
