"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"alo.2",856.014310847968,9,5,0.0262379556761589,0.0336749633967789,1434.42351722717
"alo.2",1963.88809467705,11,10,0.0270684545598924,0.0351390922401171,3071.61074137688
"alo.2",1938.950913739,11,7,0.0104852422557306,0.0292825768667643,2659.82598161697
"alo.2",632.337882123522,10,6,0.0368077953266295,0.0307467057101025,1058.25829195976
"alo.2",2620.45512732988,5,10,0.00900380764626229,0.0307467057101025,1848.2199037075
"alo.2",711.686090402845,12,6,0.0848001106785856,0.0307467057101025,1108.86944746971
"alo.2",1367.6839089836,9,10,0.00653534785099328,0.0307467057101025,1859.32407999039
"alo.2",902.104428411042,10,7,0.0248419691954724,0.0322108345534407,1218.98632073402
"alo.2",1486.19587904209,8,11,0.00425735207180618,0.0263543191800878,2025.37807250023
"alo.2",1361.44783354976,14,6,0.0842360157374812,0.0380673499267936,2221.4004740715
