"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"woa.2",999.689196956467,10,6,0.0170735810059669,0.0263543191800878,1465.40947842598
"woa.2",2779.18076479741,5,5,0.00161264476581404,0.0278184480234261,2107.22633719444
"woa.2",688.274124580303,12,6,0.0122475564200643,0.0307467057101025,1230.20742678642
"woa.2",296.428918824384,6,10,0.0513104323426452,0.0263543191800878,441.111640453339
"woa.2",724.452289446731,3,12,0.0441202785427516,0.0307467057101025,655.464284181595
"woa.2",145.020656241104,11,7,0.0925212757415138,0.0307467057101025,407.831057786942
"woa.2",2316.23563169244,4,6,0.0699984434572232,0.0336749633967789,1628.21521544456
"woa.2",742.910749389934,11,6,0.0488760635712473,0.0263543191800878,1284.28113937378
"woa.2",1422.32995024969,13,5,0.00993727018233751,0.0292825768667643,2256.94846844673
"woa.2",436.574006325332,15,10,0.0292815126701847,0.0307467057101025,1082.42999053001
