"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"hs.2",639.182433590759,12,7,0.024723559654085,0.0248901903367496,1008.187915802
"hs.2",1840.70045900298,12,11,0.038112062595319,0.0322108345534407,2738.33536720276
"hs.2",719.779340666719,12,11,0.0255687056935858,0.0322108345534407,1222.99524188042
"hs.2",583.499890053645,5,12,0.0435749803883955,0.0322108345534407,760.407402992249
"hs.2",1765.36808920791,10,5,0.0105870674084872,0.0248901903367496,1589.14265465736
"hs.2",1904.1581888916,11,11,0.00289679481252097,0.0234260614934114,1982.4319524765
"hs.2",942.505676008295,14,9,0.0268960455653723,0.0322108345534407,1674.96403336525
"hs.2",676.295222435147,14,9,0.0082033527973108,0.0278184480234261,1254.95944023132
"hs.2",270.124871598091,11,8,0.0649627447235398,0.0322108345534407,1377.81969952583
"hs.2",631.600629282184,12,7,0.0228177427956834,0.0307467057101025,1771.82470083237
