"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"Rcgmin.1",500,5,8,0.09,0.0292825768667643,8.52817726135254
"Rcgmin.1",500,5,8,0.09,0.0307467057101025,7.8990581035614
"Rcgmin.1",500,5,8,0.09,0.0263543191800878,8.48562335968018
"Rcgmin.1",500,5,8,0.09,0.0292825768667643,7.59371161460876
"Rcgmin.1",500,5,8,0.09,0.0263543191800878,7.80473399162292
"Rcgmin.1",500,5,8,0.09,0.0263543191800878,6.84595394134521
"Rcgmin.1",500,5,8,0.09,0.0322108345534407,7.57795643806458
"Rcgmin.1",500,5,8,0.09,0.0278184480234261,8.45697593688965
"Rcgmin.1",499.999999999994,5,8,0.0899999957201472,0.0219619326500732,1321.34399199486
"Rcgmin.1",500,5,8,0.09,0.0292825768667643,8.88708162307739
