"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"mfo.2",1145.88394775472,6,12,0.0167718620409391,0.0248901903367496,1777.91927576065
"mfo.2",549.835878257595,15,5,0.0309398291213309,0.0322108345534407,1322.35975432396
"mfo.2",1814.82704244105,15,5,0.0222591768969424,0.0278184480234261,1661.2340285778
"mfo.2",279.214642837737,15,11,0.099992736256734,0.0278184480234261,1002.45047593117
"mfo.2",50,10,7,0.0844331216509134,0.0219619326500732,751.28467798233
"mfo.2",2604.66469045027,9,10,0.00368200414777586,0.0278184480234261,1809.03851056099
"mfo.2",707.931746983835,12,5,0.0702307508485889,0.0234260614934114,1314.30522251129
"mfo.2",235.146138887374,15,9,0.0866483708140429,0.0322108345534407,691.737375736237
"mfo.2",642.212825470481,9,11,0.0113650122523026,0.0292825768667643,1307.19024324417
"mfo.2",2160.60397969371,10,5,0.00614249558351266,0.0292825768667643,1889.31104755402
