"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"optim.2",500,5,8,0.09,0.0292825768667643,374.422491312027
"optim.2",500.000000034786,5,8,0.0900000000030967,0.0366032210834553,369.211056232452
"optim.2",500,6,7,0.090134293884685,0.0366032210834553,399.621668100357
"optim.2",499.944807433898,5,8,0.0903769652264781,0.0366032210834553,311.812736749649
"optim.2",500,5,8,0.09,0.0307467057101025,697.913868904114
"optim.2",499.762457588514,5,8,0.0698251884681186,0.0336749633967789,419.522094488144
"optim.2",500.115035022472,6,8,0.0999999999805108,0.0278184480234261,598.852014780045
"optim.2",499.941996338859,5,8,0.0864741314502347,0.0322108345534407,322.590428113937
"optim.2",500.00360341126,5,8,0.0864552668304056,0.0263543191800878,489.764881372452
"optim.2",500,5,8,0.09,0.0307467057101025,347.654821395874
