"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"gwo.1",1425.82791426058,12,5,0.0224552626462591,0.0278184480234261,447.333648204803
"gwo.1",513.323673175992,11,9,0.0331979432560056,0.0278184480234261,278.560799837112
"gwo.1",1126.73738639292,12,10,0.0377686121644139,0.0292825768667643,415.422852277756
"gwo.1",2351.13847149562,10,12,0.0144006140393886,0.0380673499267936,758.847033262253
"gwo.1",1981.32019000111,13,7,0.0353420906940263,0.0263543191800878,690.965104579926
"gwo.1",1087.39658376054,15,7,0.0589547006089597,0.0307467057101025,307.027308940887
"gwo.1",1605.96721276065,8,9,0.027225450011494,0.0366032210834553,375.43110370636
"gwo.1",765.042411047034,12,8,0.00847927737189457,0.0292825768667643,239.617990970612
"gwo.1",860.650811484037,13,5,0.0128443155411074,0.0248901903367496,303.735602140427
"gwo.1",1278.14132665636,13,8,0.0172596081974474,0.0322108345534407,476.170937299728
