"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"pso.1",1378.63628148381,12,10,0.0142192229573174,0.0292825768667643,1867.36984109879
"pso.1",2098.11481074383,4,10,0.1,0.0395314787701318,924.796731710434
"pso.1",808.055133386049,5,8,0.0411968714557588,0.0322108345534407,1121.18522644043
"pso.1",689.788533989806,13,11,0.0298924483892042,0.0351390922401171,1637.99032521248
"pso.1",722.847695937846,4,9,0.1,0.0366032210834553,830.33972120285
"pso.1",943.864866557896,6,9,0.1,0.04099560761347,1049.47027230263
"pso.1",522.211298225369,5,9,0.1,0.0380673499267936,1261.56186652184
"pso.1",210.881543746887,9,5,0.1,0.0307467057101025,1332.17626595497
"pso.1",867.097856994253,12,7,0.1,0.0307467057101025,1670.89607906342
"pso.1",673.936204519123,8,9,0.1,0.0292825768667643,1451.74521446228
