"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"sca.2",1109.50263589602,15,5,0.0860755290061369,0.0351390922401171,1504.15145039558
"sca.2",2894.29278204844,13,12,0.00137483542627925,0.0292825768667643,1948.7156701088
"sca.2",700.734489250388,8,10,0.0261945335506419,0.0278184480234261,976.584184169769
"sca.2",270.553546443304,15,5,0.0820788484700105,0.0307467057101025,1203.72400426865
"sca.2",158.517488403093,15,12,0.0608988904700999,0.0307467057101025,958.733683347702
"sca.2",588.528058891619,6,12,0.0531930291430375,0.0292825768667643,1287.09619450569
"sca.2",1722.3375697271,4,10,0.00296895870938897,0.0292825768667643,1461.78555464745
"sca.2",868.642506289296,14,5,0.0962931113399463,0.0292825768667643,1069.19668626785
"sca.2",721.287466303167,12,11,0.00680389807048023,0.0278184480234261,1365.0649266243
"sca.2",50,6,8,0.0871353014503003,0.0292825768667643,452.76908659935
