"Optimizer","Trees","Depth","Nmin","Shrinkage","Error","Time"
"ffa.1",2979.29020535159,7,7,0.0848317420333624,0.0424597364568082,685.800648927689
"ffa.1",992.403894261084,8,11,0.001,0.0468521229868228,270.33513212204
"ffa.1",2365.81007962739,13,9,0.001,0.0307467057101025,864.849307060242
"ffa.1",1403.646670957,10,6,0.001,0.0351390922401171,428.410972118378
"ffa.1",756.202281561959,8,11,0.001,0.0468521229868228,209.510091543198
"ffa.1",1957.31743323766,14,7,0.0993071284834296,0.0380673499267936,738.733613729477
"ffa.1",2919.45797762135,10,10,0.1,0.04099560761347,874.241631746292
"ffa.1",185.887775208941,8,6,0.001,0.349926793557833,79.1411147117615
"ffa.1",1228.67524771416,7,11,0.001,0.0395314787701318,290.166830062866
"ffa.1",2309.46313103791,12,8,0.039247755728662,0.0322108345534407,773.751626014709
