"Optimizer","Nu","Iter","Depth","Error","Time"
"hjkb.1",0.199393463134766,100,2,0.136904761904762,5292.60387158394
"hjkb.1",0.168540191650391,100,2,0.142857142857143,6370.53398180008
"hjkb.1",0.20177001953125,100,4,0.141666666666667,5309.3001203537
"hjkb.1",0.110064697265625,100,3,0.141666666666667,7802.14703989029
"hjkb.1",0.871382904052734,101,2,0.155952380952381,5518.79949760437
"hjkb.1",0.473567199707031,99,1,0.148809523809524,4156.23158216476
"hjkb.1",0.262095642089844,101,2,0.146428571428571,6071.34428334236
"hjkb.1",0.209941101074219,102,2,0.142857142857143,6751.37527155876
"hjkb.1",0.157950592041016,102,2,0.144047619047619,5882.88939094543
"hjkb.1",0.278639984130859,102,2,0.144047619047619,4748.49421334267
