"Optimizer","Nu","Iter","Depth","Error","Time"
"Rcgmin.2",0.7,100,2,0.15952380952381,463.86691570282
"Rcgmin.2",0.7,100,2,0.153571428571429,379.985188484192
"Rcgmin.2",0.7,100,2,0.153571428571429,454.814465045929
"Rcgmin.2",0.7,100,2,0.16547619047619,356.629520893097
"Rcgmin.2",0.7,100,2,0.153571428571429,579.710314512253
"Rcgmin.2",0.7,100,2,0.15,379.520319461823
"Rcgmin.2",0.7,100,2,0.144047619047619,511.883705854416
"Rcgmin.2",0.7000034171875,100,2,0.145238095238095,1604.03052091599
"Rcgmin.2",0.699999996021062,100,2,0.136904761904762,74841.5938353539
"Rcgmin.2",0.70000001153387,100,2,0.138095238095238,75111.8191933632
