"Optimizer","Nu","Iter","Depth","Error","Time"
"spg.1",0.699999999839282,100,2,0.141666666666667,6270.66088891029
"spg.1",0.699785989990532,100,2,0.151190476190476,1046.78906655312
"spg.1",0.69984370082769,100,2,0.14047619047619,4235.16390180588
"spg.1",0.7,100,2,0.135714285714286,47115.4795031548
"spg.1",0.699978942871451,100,2,0.15,1169.45718955994
"spg.1",0.699901450493029,100,2,0.147619047619048,3370.65978455544
"spg.1",0.699991639559233,100,2,0.146428571428571,1104.96685886383
"spg.1",0.699833176854302,100,2,0.14047619047619,3663.24227070808
"spg.1",0.699994735717827,100,2,0.151190476190476,945.237882852554
"spg.1",0.699452216494339,100,2,0.141666666666667,3167.18431544304
