"Optimizer","Nu","Iter","Depth","Error","Time"
"goa.1",0.273596323925664,227,9,0.158333333333333,4889.50982022285
"goa.1",0.533052865427409,98,19,0.155952380952381,2334.34471106529
"goa.1",0.697918078727092,119,11,0.175,2675.98995780945
"goa.1",0.462662054264167,206,2,0.153571428571429,3407.77910113335
"goa.1",0.315952294583012,56,4,0.147619047619048,1213.59493112564
"goa.1",0.0152019827086451,276,14,0.155952380952381,5509.29574370384
"goa.1",0.532667959810952,209,1,0.155952380952381,3106.92714357376
"goa.1",0.0948527924167209,249,20,0.148809523809524,5207.73039364815
"goa.1",0.210170355765531,103,2,0.148809523809524,1872.8755979538
"goa.1",0.777950387974318,164,5,0.154761904761905,3515.39026236534
