"Cost","Gamma","Accuracy","AccLCL","Time"
13,-3,0.810846560846561,0.810846560846561,2761.080524683
13,-2,0.814814814814815,0.814814814814815,1446.13587331772
13,-1,0.847883597883598,0.847883597883598,660.175142526627
13,0,0.837962962962963,0.837962962962963,471.587139606476
13,1,0.836640211640212,0.836640211640212,743.339470863342
13,2,0.862433862433862,0.862433862433862,816.305701494217
13,3,0.882936507936508,0.882936507936508,1045.45637488365
13,4,0.890873015873016,0.890873015873016,1336.92265868187
13,5,0.89484126984127,0.89484126984127,1524.66162729263
13,6,0.902777777777778,0.902777777777778,1829.7238612175
13,7,0.90542328042328,0.90542328042328,2070.82486248016
13,8,0.914021164021164,0.914021164021164,1979.48069238663
13,9,0.918650793650794,0.918650793650794,2135.5654604435
13,10,0.919312169312169,0.919312169312169,2086.91322588921
14,-25,0.722222222222222,0.722222222222222,314.22848033905
14,-24,0.707671957671958,0.707671957671958,329.311969518661
14,-23,0.713624338624339,0.713624338624339,290.157660484314
14,-22,0.732804232804233,0.732804232804233,282.251510620117
14,-21,0.747354497354497,0.747354497354497,316.733011960983
14,-20,0.749338624338624,0.749338624338624,289.059218406677
14,-19,0.756613756613757,0.756613756613757,282.276714801788
14,-18,0.76521164021164,0.76521164021164,301.499324798584
14,-17,0.766534391534392,0.766534391534392,311.398746013641
14,-16,0.768518518518518,0.768518518518518,297.717445850372
14,-15,0.773148148148148,0.773148148148148,320.42361664772
14,-14,0.785714285714286,0.785714285714286,390.993827581406
14,-13,0.791666666666667,0.791666666666667,479.489034891129
14,-12,0.803571428571429,0.803571428571429,622.098536729813
14,-11,0.793650793650794,0.793650793650794,866.426269292831
14,-10,0.777116402116402,0.777116402116402,1521.61689114571
14,-9,0.763888888888889,0.763888888888889,2109.0869743824
14,-8,0.735449735449735,0.735449735449735,3635.53944993019
14,-7,0.748015873015873,0.748015873015873,5168.06634473801
14,-6,0.764550264550265,0.764550264550265,6469.30934476852
14,-5,0.791666666666667,0.791666666666667,7449.96590185165
14,-4,0.808862433862434,0.808862433862434,5986.57139921188
14,-3,0.804232804232804,0.804232804232804,3805.58861207962
14,-2,0.826058201058201,0.826058201058201,1573.60947799683
14,-1,0.842592592592593,0.842592592592593,690.780620574951
14,0,0.841931216931217,0.841931216931217,473.504103899002
14,1,0.840608465608466,0.840608465608466,631.330950737
14,2,0.862433862433862,0.862433862433862,765.373153209686
14,3,0.882936507936508,0.882936507936508,965.430250406265
14,4,0.890873015873016,0.890873015873016,1205.55268192291
14,5,0.89484126984127,0.89484126984127,1565.60612773895
14,6,0.902777777777778,0.902777777777778,1916.91094732285
14,7,0.90542328042328,0.90542328042328,2156.66846752167
14,8,0.914021164021164,0.914021164021164,1875.67340350151
14,9,0.918650793650794,0.918650793650794,1954.08078575134
14,10,0.919312169312169,0.919312169312169,1910.57601618767
