"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"optim.2",1999.48607207537,8,5,0.00684468913076557,5.28119740886672,363.431422472
"optim.2",1999.58442048072,8,5,0.00997787683466364,5.06830209482051,214.356016635895
"optim.2",2000,8,5,0.01,4.67623863171525,167.044163227081
"optim.2",2000.43143570937,8,5,0.00998509265746836,5.28721574545289,193.07132768631
"optim.2",1999.76079710052,8,5,0.00998213595889495,5.57751612847375,160.367302417755
"optim.2",1998.55508942306,8,5,0.00836520513301905,5.54234022091738,198.659486293793
"optim.2",1999.26417085668,8,5,0.00998803479077318,5.07738071593585,199.167109012604
"optim.2",1999.85401042293,8,5,0.0103794006461379,5.2350059208818,259.075850009918
"optim.2",2000.03066851298,8,5,0.00999873713760174,5.69660135583409,373.047284603119
"optim.2",1998.99647267992,8,5,0.00983493173076219,5.18346118287623,282.169377565384
