"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"hjn.1",2001,7,5,0.01,5.53753625855236,26.6739823818207
"hjn.1",2000.99,8,5,0.01,5.19365665614142,22.4214053153992
"hjn.1",1997,6,5,0.01,5.29966163456093,25.9983506202698
"hjn.1",2001.01,10,5,0.01,5.40120391808001,26.5108230113983
"hjn.1",2003,8,5,0.01,5.05731753678117,18.5060386657715
"hjn.1",2003,8,5,0.01,5.33130523143169,29.7711293697357
"hjn.1",2001,10,5,0.01,5.15276637668058,18.6976892948151
"hjn.1",2000.0002,8,5,0.01,5.21877092273172,20.4121022224426
"hjn.1",2002,12,5,0.01,5.49073966649713,20.3759827613831
"hjn.1",2001.999998,9,5,0.01,5.39938283210499,23.4514586925507
