"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"ga.1",2469.9742847681,10,6,0.0783257782459259,407.062778443831,50.6251204013824
"ga.1",2171.89958053597,12,5,0.0353318785248479,432.721726740929,65.5456004142761
"ga.1",2180.92880681157,10,6,0.020724430680275,456.878953555313,61.6756711006165
"ga.1",3111.72738406368,10,5,0.0355985026297989,483.811490006446,63.4428107738495
"ga.1",3222.58743342757,10,6,0.0260863453149796,471.104624360187,70.8367536067963
"ga.1",4408.39561599493,13,5,0.0140432268381119,442.341712088861,29.8953580856323
"ga.1",4408.39561599493,13,5,0.0140432268381119,415.867206589485,32.0549712181091
"ga.1",4408.39561599493,13,5,0.0140432268381119,415.867206589485,32.4652891159058
"ga.1",4408.39561599493,13,5,0.0140432268381119,514.264561424442,29.850358247757
"ga.1",3538.98672990501,10,5,0.0157803595066071,431.27596569866,30.3276829719543
