"Optimizer","Trees","Depth","Nmin","Shrinkage","MSE","Time"
"ffa.2",3222.79034997164,10,7,0.001,13.8639688039599,166.551192760468
"ffa.2",896.7608656717,9,6,0.1,6.27437032169195,60.6604220867157
"ffa.2",1757.34912418234,2,6,0.0627109115701169,6.55805490818163,58.0097706317902
"ffa.2",2490.15501656579,12,7,0.001,14.8086005583165,124.392776250839
"ffa.2",1568.73350949157,2,7,0.001,25.9402260519465,54.8453462123871
"ffa.2",4673.76957619833,8,7,0.001,11.1425417722908,230.650353193283
"ffa.2",4699.34519903935,6,7,0.001,12.2756033599665,220.387117385864
"ffa.2",492.157306241523,7,6,0.001,61.1896790432503,40.7720065116882
"ffa.2",937.964748533489,10,5,0.001,34.2339950203536,67.1280314922333
"ffa.2",4555.54737853166,12,5,0.1,11.6803363654506,260.101778030396
