"Cost","Gamma","Epsilon","MSE","MSE_UCL","Time"
-10,-25,0.9,116.940287647227,150.741050078395,0.0994722843170166
-10,-24,0.9,116.747532116668,130.845082972631,0.740955829620361
-10,-23,0.9,123.036756399936,146.88616924605,0.0116941928863525
-10,-22,0.9,121.089604015696,148.916839336329,0.0111124515533447
-10,-21,0.9,117.789586028811,139.756450311943,0.0110306739807129
-10,-20,0.9,118.084204750487,139.186839195189,0.0108704566955566
-10,-19,0.9,119.436815456272,140.732219627655,0.010967493057251
-10,-18,0.9,119.300984691335,135.650586714043,0.0108566284179688
-10,-17,0.9,117.898954127826,128.617385440723,0.0107495784759521
-10,-16,0.9,118.796198277409,138.492607415229,0.010688304901123
-10,-15,0.9,117.748741797201,140.888556512163,0.0127894878387451
-10,-14,0.9,117.738257025118,138.96697107715,0.0105817317962646
-10,-13,0.9,119.175640781166,139.536002731921,0.01059889793396
-10,-12,0.9,120.497623493146,152.03208185522,0.0107104778289795
-10,-11,0.9,119.634771794503,134.682656373042,0.0107126235961914
-10,-10,0.9,121.812226809759,140.686448228631,0.0106029510498047
-10,-9,0.9,123.503391673611,147.078310953797,0.0105929374694824
-10,-8,0.9,119.60234619079,148.463332542571,0.010678768157959
-10,-7,0.9,120.41519765911,143.595513781186,0.0107920169830322
-10,-6,0.9,116.799675738896,140.252956327897,0.0128889083862305
-10,-5,0.9,115.928022790873,133.216598157685,0.0106210708618164
-10,-4,0.9,117.446552723984,142.311676241402,0.0106484889984131
-10,-3,0.9,117.494768196236,131.981127045257,0.010634183883667
-10,-2,0.9,118.102444149916,133.227364078475,0.0105364322662354
-10,-1,0.9,118.761826574114,135.238735223628,0.0105376243591309
-10,0,0.9,117.358460522521,141.764065384854,0.0106613636016846
-10,1,0.9,116.451444421907,142.739708487143,0.0104873180389404
-10,2,0.9,116.868872860203,139.294161898784,0.0105116367340088
-10,3,0.9,117.142190883346,133.110795234895,0.0137498378753662
-10,4,0.9,116.919030721165,136.468422518434,0.011929988861084
-10,5,0.9,115.951194677835,132.637369297283,0.0130221843719482
-10,6,0.9,119.414109646141,150.725078838084,0.0114815235137939
-10,7,0.9,118.982577808202,133.9289477158,0.012847900390625
-10,8,0.9,118.016004782562,135.452998759825,0.0155644416809082
-10,9,0.9,118.469824604423,133.941555607355,0.0152692794799805
-10,10,0.9,116.487104144263,138.469680605548,0.0151903629302979
-9,-25,0.9,118.65999632081,139.766094404884,0.0105652809143066
-9,-24,0.9,117.695586813296,129.139957552686,0.0129623413085938
-9,-23,0.9,117.485255775288,135.312047922689,0.0106282234191895
-9,-22,0.9,116.627104455958,129.47786099863,0.0106303691864014
-9,-21,0.9,116.713560314441,133.78797078513,0.0105881690979004
-9,-20,0.9,117.046464094723,144.11847567883,0.0106492042541504
-9,-19,0.9,119.063541189807,134.287335815092,0.0105290412902832
-9,-18,0.9,117.296604178255,133.347247955745,0.0107040405273438
-9,-17,0.9,118.578195159919,144.20562369348,0.010577917098999
-9,-16,0.9,117.056865974188,142.217681643371,0.0105960369110107
