"Optimizer","Nu","Iter","Depth","Error","Time"
"sca.1",0.165513333166018,171,5,0.056980056980057,2227.58915877342
"sca.1",0.705970349140068,67,3,0.0968660968660969,1085.53200531006
"sca.1",0.727807345800102,204,8,0.0683760683760684,2100.08048295975
"sca.1",0.0172718238399067,275,18,0.0683760683760684,2417.25850701332
"sca.1",0.13430357452924,300,20,0.0712250712250712,2123.54619574547
"sca.1",0.221200873208384,295,19,0.0712250712250712,2306.76407575607
"sca.1",1,124,20,0.0769230769230769,1665.41022086143
"sca.1",0.0408185848402129,135,19,0.0655270655270655,1981.61281108856
"sca.1",0.133774585456583,101,11,0.0712250712250712,2171.28021907806
"sca.1",0.230726674897596,62,8,0.0683760683760684,1225.33285927773
