"Optimizer","Nu","Iter","Depth","Error","Time"
"ffa.1",0.806655611936003,79,15,0.0883190883190883,1055.60331583023
"ffa.1",0.262518700351939,290,3,0.0655270655270655,3401.15871524811
"ffa.1",0.501342495717108,274,17,0.0740740740740741,3294.35452365875
"ffa.1",0,270,2,0.641025641025641,2987.44611263275
"ffa.1",0.233836172847077,134,4,0.0769230769230769,1671.56548047066
"ffa.1",0.169734244141728,122,4,0.0683760683760684,1833.71995830536
"ffa.1",0.723231860250235,184,5,0.0826210826210826,2142.31784749031
"ffa.1",0.773181692883372,131,4,0.0740740740740741,1621.22217321396
"ffa.1",0.527284379815683,257,13,0.0740740740740741,3080.62379789352
"ffa.1",0.474763419060036,129,16,0.0626780626780627,1606.25425863266
