"Optimizer","Nu","Iter","Depth","Error","Time"
"hjn.2",1,100,2,0.0626780626780627,2060.2138698101
"hjn.2",1,100,3,0.0541310541310541,2196.20602107048
"hjn.2",1,105,1,0.0512820512820513,1788.53984284401
"hjn.2",0.9999,102,5,0.056980056980057,3796.26874542236
"hjn.2",1,101,2,0.056980056980057,2734.70868992805
"hjn.2",1,102,3,0.0598290598290598,2162.67693686485
"hjn.2",1,100,2,0.0598290598290598,1684.55771970749
"hjn.2",1,95,4,0.0541310541310541,2321.32901835442
"hjn.2",1,101,2,0.0626780626780627,2023.38716673851
"hjn.2",0.999,98,5,0.0512820512820513,3221.2064230442
