"Optimizer","Nu","Iter","Depth","Error","Time"
"pso.1",0.497527547620773,159,7,0.0683760683760684,6154.16281223297
"pso.1",0.239301319122758,140,10,0.0626780626780627,5566.48950457573
"pso.1",0.652091776173005,164,6,0.0598290598290598,5982.3630027771
"pso.1",1,131,14,0.0797720797720798,5616.13998055458
"pso.1",0.398653671583925,68,3,0.0797720797720798,5174.12783813477
"pso.1",1,97,18,0.0854700854700855,5274.93518662453
"pso.1",1,298,10,0.0683760683760684,7020.83175802231
"pso.1",0.0210950357902172,280,14,0.0683760683760684,6928.50434660912
"pso.1",0.956848325688318,73,7,0.094017094017094,4406.48897194862
"pso.1",0.100287593413718,217,12,0.0712250712250712,5286.46193313599
