data,method,optimizer,fast,cross,loss_type,time,loss,loss_mse_acc_10,loss_mae_auc_10
Lichen,en,hjn,TRUE,10,auc,12.7237048149109,0.898264614335051,0.847619047619048,0.895095445946719
Lichen,en,hjn,TRUE,10,auc,13.2548973560333,0.897621569850967,0.858333333333333,0.900565878585875
Lichen,en,hjn,TRUE,10,auc,12.4710965156555,0.900362011425986,0.839285714285714,0.8922046334892
Lichen,en,hjn,TRUE,10,auc,11.423752784729,0.900559986424573,0.851190476190476,0.899656869569488
Lichen,en,hjn,TRUE,10,auc,15.7026176452637,0.904407013311507,0.851190476190476,0.901663240821873
Lichen,en,hjn,TRUE,10,auc,10.5788102149963,0.905462804554306,0.85,0.895947130070181
Lichen,en,hjn,TRUE,10,auc,11.2469186782837,0.902841798417553,0.836904761904762,0.887241935615955
Lichen,en,hjn,TRUE,10,auc,10.8302006721497,0.90045166101504,0.838095238095238,0.891099081982784
Lichen,en,hjn,TRUE,10,auc,11.7222452163696,0.895833333333333,0.821428571428571,0.874352023978183
Lichen,en,hjn,TRUE,10,auc,11.1784482002258,0.903213234020441,0.847619047619048,0.896733300030298
