data,method,optimizer,fast,cross,loss_type,time,loss,loss_mse_acc_10,loss_mae_auc_10
Lichen,gbm,hjn,250,10,class,66.1348829269409,0.849152542372881,0.836904761904762,0.736727239970191
Lichen,gbm,hjn,250,10,class,73.5607600212097,0.859322033898305,0.844047619047619,0.754678120726225
Lichen,gbm,hjn,250,10,class,66.1389074325562,0.849152542372881,0.839285714285714,0.74779913357519
Lichen,gbm,hjn,250,10,class,50.3944592475891,0.855932203389831,0.845238095238095,0.755443817510298
Lichen,gbm,hjn,250,10,class,76.3583009243011,0.849152542372881,0.847619047619048,0.753159011063705
Lichen,gbm,hjn,250,10,class,57.9657251834869,0.847457627118644,0.841666666666667,0.743606227121226
Lichen,gbm,hjn,250,10,class,56.6471149921417,0.847457627118644,0.836904761904762,0.734819139962821
Lichen,gbm,hjn,250,10,class,59.1034936904907,0.854237288135593,0.835714285714286,0.734053443178747
Lichen,gbm,hjn,250,10,class,86.8269867897034,0.857627118644068,0.845238095238095,0.751627617495557
Lichen,gbm,hjn,250,10,class,79.1406862735748,0.849152542372881,0.835714285714286,0.735961543186118
