data,method,optimizer,fast,cross,loss_type,time,loss,loss_mse_acc_10,loss_mae_auc_10
Lichen,en,hjn,FALSE,resub,class,13.8913645744324,0.866666666666667,0.854761904761905,0.896675975137373
Lichen,en,hjn,FALSE,resub,class,13.35915184021,0.866666666666667,0.853571428571429,0.901016288458859
Lichen,en,hjn,FALSE,resub,class,12.4812586307526,0.866666666666667,0.855952380952381,0.899304730941518
Lichen,en,hjn,FALSE,resub,class,12.4761652946472,0.866666666666667,0.854761904761905,0.898436668277221
Lichen,en,hjn,FALSE,resub,class,11.6442649364471,0.866666666666667,0.85,0.900557689315457
Lichen,en,hjn,FALSE,resub,class,11.3641285896301,0.866666666666667,0.848809523809524,0.90054950004504
Lichen,en,hjn,FALSE,resub,class,12.4310328960419,0.866666666666667,0.855952380952381,0.899517651972384
Lichen,en,hjn,FALSE,resub,class,12.2494535446167,0.866666666666667,0.857142857142857,0.90186797258232
Lichen,en,hjn,FALSE,resub,class,11.8407053947449,0.866666666666667,0.853571428571429,0.898977160124802
Lichen,en,hjn,FALSE,resub,class,11.4758327007294,0.866666666666667,0.852380952380952,0.898502182440564
