"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"pso.2",842.94341675844,-7,0,8.80466294288635,273.302139849415
"pso.2",375.282073988114,-7,0,10.1662747859955,235.199094248815
"pso.2",920.088676870568,-8,0,7.3836989402771,274.915951441872
"pso.2",433.538824577583,-7,0,8.98881340026855,426.455269064073
"pso.2",267.893393763108,-7,0,7.20610284805298,561.175171202382
"pso.2",293.946181166319,-7,0,8.22590637207031,620.412944648591
"pso.2",693.4077507162,-8,0,10.3047337532043,570.481011922524
"pso.2",627.585216784151,-7,0,8.89021587371826,532.713624052635
"pso.2",130.448942635441,-6,0,11.0086560249329,377.730693896089
"pso.2",539.972339941654,-7,0,8.21072626113892,479.127674293383
