"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"mfo.1",385.401756230259,-8,0,1.77134943008423,408.409230313722
"mfo.1",713.552831170929,-9,0,0.905762672424316,1040.0632594026
"mfo.1",504.52182555944,-10,0,0.906902313232422,419.635009894417
"mfo.1",719.12488731156,-9,0,0.84917950630188,552.51163728998
"mfo.1",1024,-7,0,1.05365872383118,1887.20809566437
"mfo.1",220.218000485314,-6,0,0.780473232269287,923.071721556732
"mfo.1",193.791635805946,-6,0,0.855451345443726,378.793733697595
"mfo.1",1024,-10,0,0.942756175994873,1011.58240231152
"mfo.1",468.87061228556,-10,0,0.815815925598145,373.00922107614
"mfo.1",911.536567049087,-9,0,0.888748645782471,665.627018346425
