"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"gwo.2",209.806012738848,-6,0,2.55679726600647,224.50045612515
"gwo.2",199.170604355187,-6,0,2.39755463600159,173.436602015726
"gwo.2",921.18877844309,-8,0,2.10517907142639,289.982287485416
"gwo.2",168.728959091625,-7,0,1.68355584144592,236.830504170941
"gwo.2",435.365044660332,-7,0,2.23701786994934,250.895953800769
"gwo.2",566.045786719852,-8,0,2.60981774330139,282.94145499385
"gwo.2",459.036057556406,-8,0,2.38511562347412,238.008509714074
"gwo.2",600.038300471185,-8,0,2.56366443634033,334.184531205523
"gwo.2",798.524316576383,-8,0,2.42207288742065,241.04666219792
"gwo.2",257.975134409456,-7,0,2.13689541816711,512.545120168867
