"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"bobyqa.1",2.10138803450124,-5.00049442219989,0.402019630389855,1.10087704658508,759.771251220686
"bobyqa.1",1.99955308730554,-4.99132560349902,0.404839642526464,0.391698360443115,743.261888615924
"bobyqa.1",2.10010987575937,-4.99893347489628,0.399983503702647,0.26274847984314,1022.64029622915
"bobyqa.1",1.99998565107324,-4.90001142307682,0.399983011132566,0.316784143447876,704.676938264761
"bobyqa.1",2.09757141260581,-5.00054646830012,0.399769054842581,0.228530406951904,1007.97346107956
"bobyqa.1",2.22598529891892,-4.99998224139599,0.404286680085889,0.320810317993164,1052.72084363987
"bobyqa.1",1.8999994570146,-4.99999992775989,0.399999223824616,0.240813493728638,879.672861073375
"bobyqa.1",1.99971722639092,-4.90018836746511,0.39895867125447,0.252785921096802,819.278468142077
"bobyqa.1",1.80611560369466,-5.06026205351055,0.279470403139671,0.26548171043396,808.36304965901
"bobyqa.1",1.9,-5,0.4,0.269333124160767,751.258015314938
