"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"woa.2",949.761943392578,-8,0,3.34178566932678,299.196087394119
"woa.2",797.849758058213,-8,0,2.29883217811584,273.109926345021
"woa.2",1024,-8,0,2.43157029151917,350.787669036815
"woa.2",571.776115193247,-10,0,1.88642120361328,355.627479085586
"woa.2",363.025049792595,-7,0,2.32661151885986,1098.10479345716
"woa.2",132.894312772319,-6,0,1.82829308509827,370.274129217902
"woa.2",261.928322706345,-7,0,2.03622460365295,446.017069738519
"woa.2",688.535455043929,-7,0,1.10674071311951,410.158659956586
"woa.2",374.212444828535,-10,0,1.53205847740173,268.006582363696
"woa.2",614.199870929713,-8,0,2.30070495605469,373.233205384976
