"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"lbfgsb3.1",2.00000058835078,-5.00000000287843,0.400000000057569,4.82587122917175,769.071257866105
"lbfgsb3.1",1.99290721741702,-4.97019948886682,0.402123657386508,3.88264966011047,761.289286734736
"lbfgsb3.1",2.07936281778673,-5.00038827512955,0.399968722349484,5.35641407966614,788.136640949682
"lbfgsb3.1",1.99998724793841,-4.99993623969204,0.400001275206159,2.64606881141663,741.654665118559
"lbfgsb3.1",1.99941013900372,-5.00287556160803,0.399648819572297,3.26343941688538,740.443756645283
"lbfgsb3.1",2.00995409680867,-4.99995130089624,0.399996104071699,4.08199191093445,834.671263019828
"lbfgsb3.1",2,-5,0.4,3.2350742816925,833.997896634294
"lbfgsb3.1",1.98624747893923,-5.06876497332385,0.401377880984326,3.08297085762024,996.481670820506
"lbfgsb3.1",1.99928075259145,-4.99640376295724,0.399772465343777,5.0234272480011,811.112411837123
"lbfgsb3.1",2.01096905683789,-4.99997944136889,0.399876883156751,4.08627772331238,1166.57702992201
