"Optimizer","Cost","Gamma","Time","Error"
"HS.2",246.781754144002,-4.80458538536914,343.119356632233,0.26171875
"HS.2",246.781754144002,-4.80458538536914,333.486150979996,0.26171875
"HS.2",246.781754144002,-4.80458538536914,332.629657745361,0.26171875
"HS.2",246.781754144002,-4.80458538536914,329.564982652664,0.26171875
"HS.2",246.781754144002,-4.80458538536914,329.387648820877,0.26171875
"HS.2",246.781754144002,-4.80458538536914,329.244273662567,0.26171875
"HS.2",246.781754144002,-4.80458538536914,327.891886949539,0.26171875
"HS.2",246.781754144002,-4.80458538536914,328.683730840683,0.26171875
"HS.2",246.781754144002,-4.80458538536914,327.322510242462,0.26171875
"HS.2",246.781754144002,-4.80458538536914,327.916588306427,0.26171875
