"Optimizer","Cost","Gamma","Time","Error"
"hjn.2",31,-5.9,25.9390270709991,0.2265625
"hjn.2",35,-7,20.4916388988495,0.225260416666667
"hjn.2",32.79,-5.61,46.4741044044495,0.223958333333333
"hjn.2",32,-5,20.0309870243073,0.231770833333333
"hjn.2",31.0000001,-6,28.6478612422943,0.225260416666667
"hjn.2",35,-6,22.1060965061188,0.23046875
"hjn.2",35,-5,27.3357062339783,0.233072916666667
"hjn.2",32,-5,19.939070224762,0.231770833333333
"hjn.2",30.99,-4.9999999,33.6847641468048,0.229166666666667
"hjn.2",30.003,-8.003,25.6914324760437,0.220052083333333
