"Optimizer","Cost","Gamma","Time","Error"
"GWO.1",392.091379868774,-10,87.3408756256104,0.227864583333333
"GWO.1",392.091379868774,-10,86.6482801437378,0.227864583333333
"GWO.1",392.091379868774,-10,84.8433909416199,0.227864583333333
"GWO.1",392.091379868774,-10,83.993319272995,0.227864583333333
"GWO.1",392.091379868774,-10,83.8845489025116,0.227864583333333
"GWO.1",392.091379868774,-10,83.7225511074066,0.227864583333333
"GWO.1",392.091379868774,-10,83.7298448085785,0.227864583333333
"GWO.1",392.091379868774,-10,83.7401587963104,0.227864583333333
"GWO.1",392.091379868774,-10,83.734233379364,0.227864583333333
"GWO.1",392.091379868774,-10,83.5597951412201,0.227864583333333
