"Optimizer","Cost","Gamma","Time","Error"
"optim.1",32.0398613961037,-4.99816603406248,87.5406305789948,0.2421875
"optim.1",32.0151478192955,-4.9995632744037,86.1563990116119,0.25
"optim.1",37.6190815748922,-5.39725402726834,42.5245101451874,0.2421875
"optim.1",32.0107053247222,-4.999383373296,68.0575919151306,0.234375
"optim.1",34.9311823186034,-4.6623277968969,59.8077127933502,0.265625
"optim.1",32.5336226163504,-5.00316417957068,72.2732670307159,0.235677083333333
"optim.1",31.4101587528986,-5.09513568501636,39.7553563117981,0.243489583333333
"optim.1",25.5931093040557,-8.6940275129515,68.5979006290436,0.229166666666667
"optim.1",31.8446346833228,-4.99204574537973,77.3089208602905,0.25390625
"optim.1",31.908384299528,-4.96807818964147,74.5085670948029,0.244791666666667
