"Optimizer","Cost","Gamma","Time","Error"
"SCA.2",1,-5,1067.91705727577,0.229166666666667
"SCA.2",1,-5,1025.48931932449,0.229166666666667
"SCA.2",1,-5,1023.34567642212,0.229166666666667
"SCA.2",1,-5,1010.95921111107,0.229166666666667
"SCA.2",1,-5,1014.85039138794,0.229166666666667
"SCA.2",1,-5,1014.24449491501,0.229166666666667
"SCA.2",1,-5,1014.43396067619,0.229166666666667
"SCA.2",1,-5,996.77197265625,0.229166666666667
"SCA.2",1,-5,987.22248506546,0.229166666666667
"SCA.2",1,-5,982.83926987648,0.229166666666667
