"Optimizer","Cost","Gamma","Time","Error"
"hjkb.1",27.3554725646973,-8.29362487792969,145.673931121826,0.220052083333333
"hjkb.1",32.0579528808594,-6.31866455078125,127.024562597275,0.234375
"hjkb.1",31.6492767333984,-5.44264984130859,153.349009752274,0.227864583333333
"hjkb.1",33.1682510375977,-7.9830322265625,108.584407567978,0.2265625
"hjkb.1",30.7225494384766,-8.41743087768555,115.097398042679,0.22265625
"hjkb.1",37.269905090332,-8.65970993041992,115.445731401443,0.22265625
"hjkb.1",30.3402481079102,-5.68303680419922,150.364906311035,0.234375
"hjkb.1",32.1558151245117,-5.50164794921875,131.982115268707,0.227864583333333
"hjkb.1",33.4499359130859,-8.38511276245117,132.472144126892,0.22265625
"hjkb.1",35.1368255615234,-7.88665390014648,103.40905547142,0.220052083333333
