"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"hjn.1",4,-5.89,0.4,1.74823069572449,616.954501245541
"hjn.1",2,-5.0999999,0,0.913433313369751,651.446435953534
"hjn.1",8.00999,-6,0.49,0.858136892318726,578.747040733218
"hjn.1",3,-5,0.5,0.516022920608521,649.945632644168
"hjn.1",3,-6,0.4,0.550642728805542,667.427067536794
"hjn.1",4,-5,1e-07,0.800474882125854,628.741650009854
"hjn.1",5,-5,0.5,0.590896368026733,579.717731282454
"hjn.1",2,-4.999999,0.4,0.568731784820557,731.385159480449
"hjn.1",6.9,-6,0.1,0.794732093811035,501.348114852457
"hjn.1",2,-6,0.4,0.539616584777832,726.086252355949
